county,fips,state,lat,lng
Howard County,5061,Arkansas,34.0888,-93.9936
Hughes County,40063,Oklahoma,35.0484,-96.2502
Jackson County,20085,Kansas,39.4168,-95.7937
Clay County,17025,Illinois,38.7542,-88.4902
Madison County,51113,Virginia,38.4137,-78.2792
Ford County,17053,Illinois,40.5972,-88.2233
Moffat County,8081,Colorado,40.6184,-108.2073
Fremont County,16043,Idaho,44.2288,-111.4819
Macon County,13193,Georgia,32.3584,-84.0425
Buffalo County,55011,Wisconsin,44.3798,-91.7545
Wayne County,29223,Missouri,37.1126,-90.4614
Vinton County,39163,Ohio,39.251,-82.4853
Charlton County,13049,Georgia,30.7817,-82.1377
Webster County,21233,Kentucky,37.5184,-87.6831
Lamb County,48279,Texas,34.0686,-102.3517
Cass County,19029,Iowa,41.3315,-94.9278
Greene County,17061,Illinois,39.3562,-90.3905
Amelia County,51007,Virginia,37.336,-77.9761
Millard County,49027,Utah,39.0733,-113.1006
Camp County,48063,Texas,32.9732,-94.9785
Bleckley County,13023,Georgia,32.4344,-83.3279
Dawson County,48115,Texas,32.7425,-101.9477
Breathitt County,21025,Kentucky,37.5216,-83.3241
Butler County,21031,Kentucky,37.2073,-86.6817
Choctaw County,1023,Alabama,32.0197,-88.2632
Lake County,46079,South Dakota,44.022,-97.1294
Wilbarger County,48487,Texas,34.0808,-99.241
Summers County,54089,West Virginia,37.6559,-80.8586
Shoshone County,16079,Idaho,47.353,-115.8924
Haskell County,40061,Oklahoma,35.2248,-95.1166
Presque Isle County,26141,Michigan,45.3401,-83.918
Caldwell County,21033,Kentucky,37.1453,-87.8679
Pamlico County,37137,North Carolina,35.1435,-76.7407
Martinsville City,51690,Virginia,36.6826,-79.8636
Wright County,19197,Iowa,42.7331,-93.7351
Sumter County,1119,Alabama,32.5911,-88.1988
Lawrence County,28077,Mississippi,31.5502,-90.107
Stone County,5137,Arkansas,35.8599,-92.1568
Trinity County,6105,California,40.6507,-123.1126
Allen County,20001,Kansas,37.8857,-95.3014
Pulaski County,18131,Indiana,41.0418,-86.6988
Appanoose County,19007,Iowa,40.7432,-92.8686
Bath County,21011,Kentucky,38.145,-83.7427
Terry County,48445,Texas,33.1738,-102.3352
Johnson County,17087,Illinois,37.4597,-88.881
Pike County,18125,Indiana,38.3988,-87.2322
Morris County,48343,Texas,33.1135,-94.7327
Koochiching County,27071,Minnesota,48.2453,-93.7834
Magoffin County,21153,Kentucky,37.7065,-83.0649
Little River County,5081,Arkansas,33.7009,-94.2352
Amite County,28005,Mississippi,31.1744,-90.8044
Todd County,21219,Kentucky,36.8356,-87.1792
Cass County,17017,Illinois,39.9735,-90.2474
Union County,19175,Iowa,41.0277,-94.2424
Fulton County,5049,Arkansas,36.3816,-91.8182
Lunenburg County,51111,Virginia,36.9462,-78.2406
Powell County,21197,Kentucky,37.8311,-83.8237
Yalobusha County,28161,Mississippi,34.0282,-89.7076
Crawford County,13079,Georgia,32.7145,-83.9863
Grundy County,19075,Iowa,42.4019,-92.7914
Menard County,17129,Illinois,40.0274,-89.8022
Meigs County,47121,Tennessee,35.5129,-84.8133
Conecuh County,1035,Alabama,31.4293,-86.9937
Edmonson County,21061,Kentucky,37.2088,-86.2386
Bollinger County,29017,Missouri,37.3222,-90.0259
Madison County,29123,Missouri,37.4781,-90.345
Live Oak County,48297,Texas,28.3514,-98.1248
Boundary County,16021,Idaho,48.7669,-116.4629
Northumberland County,51133,Virginia,37.8874,-76.4195
Lewis County,47101,Tennessee,35.5273,-87.4931
Poquoson City,51735,Virginia,37.1318,-76.3568
Red River County,48387,Texas,33.6207,-95.0503
Colfax County,35007,New Mexico,36.6061,-104.6468
Jefferson County,30043,Montana,46.1485,-112.0938
Washington County,21229,Kentucky,37.7534,-85.1748
Prowers County,8099,Colorado,37.9552,-102.3934
Linn County,29115,Missouri,39.8702,-93.1072
Rains County,48379,Texas,32.8704,-95.7934
Okfuskee County,40107,Oklahoma,35.4654,-96.3228
Perry County,28111,Mississippi,31.172,-88.9923
Chickasaw County,19037,Iowa,43.06,-92.3177
Charlotte County,51037,Virginia,37.0116,-78.6616
Morgan County,49029,Utah,41.0893,-111.5732
Zavala County,48507,Texas,28.8662,-99.7605
Blackford County,18009,Indiana,40.4736,-85.3248
Franklin County,12037,Florida,29.8764,-84.814
Skamania County,53059,Washington,46.023,-121.9148
Chippewa County,27023,Minnesota,45.0223,-95.5667
DeKalb County,29063,Missouri,39.8932,-94.4047
Marion County,20115,Kansas,38.3589,-97.0969
Northampton County,51131,Virginia,37.343,-75.877
Towns County,13281,Georgia,34.9167,-83.7373
Big Horn County,56003,Wyoming,44.5267,-107.9952
Lake County,26085,Michigan,43.9901,-85.8016
Sanders County,30089,Montana,47.6748,-115.1333
Lyon County,19119,Iowa,43.3805,-96.2102
Washington County,37187,North Carolina,35.8226,-76.5775
Heard County,13149,Georgia,33.297,-85.1283
Teton County,16081,Idaho,43.7594,-111.2076
Jackson County,47087,Tennessee,36.3592,-85.6731
Ward County,48475,Texas,31.5095,-103.1025
Blanco County,48031,Texas,30.2664,-98.3999
Barton County,29011,Missouri,37.5023,-94.3471
Owyhee County,16073,Idaho,42.5814,-116.1699
Decatur County,47039,Tennessee,35.603,-88.1088
Juab County,49023,Utah,39.7027,-112.7848
Grant County,54023,West Virginia,39.1051,-79.1956
Custer County,30017,Montana,46.2527,-105.5717
Marshall County,17123,Illinois,41.0332,-89.3448
Shelby County,19165,Iowa,41.6851,-95.3102
Desha County,5041,Arkansas,33.8309,-91.2551
Ramsey County,38071,North Dakota,48.2689,-98.7201
Gates County,37073,North Carolina,36.4449,-76.7005
Morrow County,41049,Oregon,45.419,-119.5844
Martin County,21159,Kentucky,37.8016,-82.5132
Montgomery County,29139,Missouri,38.9415,-91.4702
Greensville County,51081,Virginia,36.6759,-77.5596
Wabash County,17185,Illinois,38.4461,-87.8443
Rio Grande County,8105,Colorado,37.5825,-106.3832
Cherokee County,19035,Iowa,42.7356,-95.6238
Cottonwood County,27033,Minnesota,44.0071,-95.1812
Noble County,40103,Oklahoma,36.3886,-97.2305
Nantucket County,25019,Massachusetts,41.2831,-70.0692
Sussex County,51183,Virginia,36.9218,-77.2618
Duval County,48131,Texas,27.6814,-98.5089
Pulaski County,13235,Georgia,32.2323,-83.476
Jefferson Davis County,28065,Mississippi,31.5697,-89.823
Fergus County,30027,Montana,47.2636,-109.2245
Clay County,37043,North Carolina,35.0572,-83.7502
Bacon County,13005,Georgia,31.5537,-82.4527
Madison Parish,22065,Louisiana,32.3644,-91.2427
Louisa County,19115,Iowa,41.2185,-91.2596
Pope County,27121,Minnesota,45.586,-95.4445
Iron County,26071,Michigan,46.2087,-88.5306
Richland County,30083,Montana,47.7879,-104.5614
Roosevelt County,30085,Montana,48.2945,-105.0164
Valley County,16085,Idaho,44.7666,-115.5663
Alleghany County,37005,North Carolina,36.4916,-81.127
Washita County,40149,Oklahoma,35.2904,-98.9922
Pushmataha County,40127,Oklahoma,34.4162,-95.3759
Johnston County,40069,Oklahoma,34.3165,-96.6606
Green County,21087,Kentucky,37.2641,-85.5531
Sierra County,35051,New Mexico,33.1305,-107.1924
Essex County,51057,Virginia,37.9435,-76.9516
West Carroll Parish,22123,Louisiana,32.7885,-91.4568
Trousdale County,47169,Tennessee,36.3921,-86.1568
Watonwan County,27165,Minnesota,43.9784,-94.6141
Owen County,21187,Kentucky,38.5197,-84.8281
Box Butte County,31013,Nebraska,42.2198,-103.0857
Candler County,13043,Georgia,32.4034,-82.0737
Bradley County,5011,Arkansas,33.4664,-92.1624
Custer County,31041,Nebraska,41.3943,-99.7262
Cumberland County,17035,Illinois,39.2733,-88.2402
Mackinac County,26097,Michigan,46.0805,-85.0867
Franklin County,48159,Texas,33.1755,-95.2184
Lincoln County,53043,Washington,47.5762,-118.4187
Switzerland County,18155,Indiana,38.8262,-85.0369
Red Willow County,31145,Nebraska,40.1758,-100.4769
Pike County,5109,Arkansas,34.1635,-93.6564
Hancock County,19081,Iowa,43.0819,-93.7343
Guthrie County,19077,Iowa,41.6838,-94.5011
Coosa County,1037,Alabama,32.9362,-86.2477
Carroll County,21041,Kentucky,38.6678,-85.1236
Carbon County,30009,Montana,45.2274,-109.0279
Lancaster County,51103,Virginia,37.7345,-76.4632
Colfax County,31037,Nebraska,41.574,-97.0865
Evans County,13109,Georgia,32.1568,-81.8869
Camden County,37029,North Carolina,36.3877,-76.2064
Middlesex County,51119,Virginia,37.6303,-76.5697
Walsh County,38099,North Dakota,48.3695,-97.7213
Monroe County,21171,Kentucky,36.7122,-85.7165
Barnes County,38003,North Dakota,46.9361,-98.0715
Mitchell County,19131,Iowa,43.3564,-92.789
Crawford County,18025,Indiana,38.2924,-86.4517
Lake County,27075,Minnesota,47.641,-91.4458
Noxubee County,28103,Mississippi,33.1101,-88.5697
Oregon County,29149,Missouri,36.6867,-91.4034
Wilcox County,1131,Alabama,31.9893,-87.3082
Lanier County,13173,Georgia,31.0379,-83.0627
Winnebago County,19189,Iowa,43.3776,-93.7342
Sabine County,48403,Texas,31.3432,-93.8518
Chattahoochee County,13053,Georgia,32.347,-84.787
Clay County,48077,Texas,33.7855,-98.2085
Chicot County,5017,Arkansas,33.267,-91.2937
Alcona County,26001,Michigan,44.6854,-83.5937
Mountrail County,38061,North Dakota,48.2013,-102.3557
Perry County,5105,Arkansas,34.9476,-92.9312
Roberts County,46109,South Dakota,45.6296,-96.9461
Todd County,46121,South Dakota,43.1934,-100.7185
Butte County,46019,South Dakota,44.9058,-103.508
Runnels County,48399,Texas,31.8311,-99.9762
Scott County,5127,Arkansas,34.8607,-94.0633
Ralls County,29173,Missouri,39.5277,-91.522
Nowata County,40105,Oklahoma,36.7985,-95.6174
Latimer County,40077,Oklahoma,34.876,-95.2504
Dimmit County,48127,Texas,28.4226,-99.7567
St. Helena Parish,22091,Louisiana,30.8219,-90.7103
Early County,13099,Georgia,31.3228,-84.9037
Clinton County,21053,Kentucky,36.7275,-85.1361
Bullock County,1011,Alabama,32.1005,-85.7157
Martin County,18101,Indiana,38.708,-86.8031
Keokuk County,19107,Iowa,41.3365,-92.1786
Iron County,29093,Missouri,37.5552,-90.7735
Washington County,16087,Idaho,44.4524,-116.7847
Love County,40085,Oklahoma,33.9499,-97.2441
Holt County,31089,Nebraska,42.4557,-98.7838
Nemaha County,20131,Kansas,39.7834,-96.0141
Emery County,49015,Utah,38.9967,-110.7007
Franklin County,19069,Iowa,42.7325,-93.2625
Leslie County,21131,Kentucky,37.0941,-83.3811
Metcalfe County,21169,Kentucky,36.9905,-85.6292
Howard County,29089,Missouri,39.1425,-92.6963
Montgomery County,19137,Iowa,41.0301,-95.1564
Yuma County,8125,Colorado,40.0029,-102.4243
Nome Census Area,2180,Alaska,64.9111,-164.0273
Marion County,48315,Texas,32.798,-94.3571
Carroll County,28015,Mississippi,33.4485,-89.9202
Caldwell Parish,22021,Louisiana,32.0924,-92.1166
Montgomery County,28097,Mississippi,33.4941,-89.6164
Lowndes County,1085,Alabama,32.1547,-86.6501
Ochiltree County,48357,Texas,36.2784,-100.8157
Lewis County,29111,Missouri,40.0969,-91.7221
Grundy County,29079,Missouri,40.1139,-93.5653
Jackson County,27063,Minnesota,43.6742,-95.1541
Cumberland County,51049,Virginia,37.5121,-78.2449
Sublette County,56035,Wyoming,42.7669,-109.9147
Kemper County,28069,Mississippi,32.7546,-88.6412
Tunica County,28143,Mississippi,34.6507,-90.375
Wilkes County,13317,Georgia,33.7819,-82.7432
Yellow Medicine County,27173,Minnesota,44.7163,-95.8684
Stevens County,27149,Minnesota,45.5861,-96.0003
Ritchie County,54085,West Virginia,39.1783,-81.063
Webster County,28155,Mississippi,33.6131,-89.2848
Johnson County,13167,Georgia,32.7015,-82.6601
Marshall County,20117,Kansas,39.7836,-96.5229
Sac County,19161,Iowa,42.3863,-95.1054
Grand County,49019,Utah,38.982,-109.5699
Linn County,20107,Kansas,38.2123,-94.843
Calhoun County,19025,Iowa,42.3852,-94.6404
Parmer County,48369,Texas,34.53,-102.7845
Catahoula Parish,22025,Louisiana,31.6662,-91.847
Brown County,20013,Kansas,39.8265,-95.5642
White Pine County,32033,Nevada,39.4422,-114.9017
Stillwater County,30095,Montana,45.669,-109.3952
Jasper County,17079,Illinois,39.01,-88.1538
Clear Creek County,8019,Colorado,39.6891,-105.6444
Rice County,20159,Kansas,38.3472,-98.201
McLean County,38055,North Dakota,47.6069,-101.3218
Blaine County,40011,Oklahoma,35.8752,-98.4334
Humboldt County,19091,Iowa,42.7764,-94.2072
McCormick County,45065,South Carolina,33.8995,-82.31
Greenlee County,4011,Arizona,33.2152,-109.2402
St. Clair County,29185,Missouri,38.0372,-93.776
Beaverhead County,30001,Montana,45.1327,-112.8988
Jones County,37103,North Carolina,35.0217,-77.3552
Hickory County,29085,Missouri,37.9408,-93.3207
Cheyenne County,31033,Nebraska,41.2197,-102.995
Wayne County,31179,Nebraska,42.2093,-97.1193
Rock County,27133,Minnesota,43.6747,-96.2532
Clarke County,19039,Iowa,41.029,-93.7852
Irwin County,13155,Georgia,31.6023,-83.2764
North Slope Borough,2185,Alaska,69.3122,-153.4811
Stephens County,48429,Texas,32.7359,-98.8362
Marshall County,27089,Minnesota,48.3581,-96.3685
Swift County,27151,Minnesota,45.2827,-95.6815
Pratt County,20151,Kansas,37.6477,-98.7396
Charles Mix County,46023,South Dakota,43.2079,-98.5879
Emmet County,19063,Iowa,43.378,-94.6785
Montmorency County,26119,Michigan,45.0276,-84.1272
Brewster County,48043,Texas,29.8119,-103.2517
Benewah County,16009,Idaho,47.2175,-116.6587
Hamilton County,31081,Nebraska,40.873,-98.0229
McLean County,21149,Kentucky,37.5292,-87.2636
Howard County,19089,Iowa,43.3568,-92.3172
Livingston County,21139,Kentucky,37.2096,-88.3537
Pipestone County,27117,Minnesota,44.023,-96.2587
Deer Lodge County,30023,Montana,46.0608,-113.0678
Ozark County,29153,Missouri,36.6493,-92.4447
Perry County,1105,Alabama,32.6384,-87.2944
Alger County,26003,Michigan,46.4086,-86.604
Montgomery County,13209,Georgia,32.1734,-82.5348
Rosebud County,30087,Montana,46.2297,-106.7307
Caldwell County,29025,Missouri,39.6557,-93.9827
Phelps County,31137,Nebraska,40.5111,-99.4146
Claiborne County,28021,Mississippi,31.9737,-90.9118
Forest County,55041,Wisconsin,45.6673,-88.7704
Davis County,19051,Iowa,40.7477,-92.4097
Montgomery County,5097,Arkansas,34.5389,-93.6595
Lee County,5077,Arkansas,34.7805,-90.7808
Somervell County,48425,Texas,32.2222,-97.7744
Richmond County,51159,Virginia,37.9434,-76.7269
Wilkinson County,13319,Georgia,32.8024,-83.1712
Palo Alto County,19147,Iowa,43.0821,-94.6781
Crittenden County,21055,Kentucky,37.3527,-88.0972
Greene County,19073,Iowa,42.0363,-94.3968
Woods County,40151,Oklahoma,36.7669,-98.8651
Jack County,48237,Texas,33.2335,-98.1725
Cuming County,31039,Nebraska,41.9164,-96.7874
Clearwater County,27029,Minnesota,47.5776,-95.379
Modoc County,6049,California,41.5898,-120.725
Cloud County,20029,Kansas,39.4803,-97.6493
Custer County,46033,South Dakota,43.6776,-103.4515
Dawson County,30021,Montana,47.2664,-104.8995
Kiowa County,40075,Oklahoma,34.9164,-98.9809
Maries County,29125,Missouri,38.1616,-91.9249
Allendale County,45005,South Carolina,32.9881,-81.3582
Jenkins County,13165,Georgia,32.7925,-81.9635
Mathews County,51115,Virginia,37.4354,-76.3437
Gallatin County,21077,Kentucky,38.7569,-84.8593
Archer County,48009,Texas,33.6153,-98.6877
Hancock County,21091,Kentucky,37.8415,-86.7779
Tyler County,54095,West Virginia,39.4653,-80.8848
Clearwater County,16035,Idaho,46.6737,-115.6567
Wilkinson County,28157,Mississippi,31.1611,-91.3109
Carroll County,29033,Missouri,39.427,-93.5052
Wilcox County,13315,Georgia,31.9729,-83.4323
Benton County,18007,Indiana,40.6063,-87.3109
Dawes County,31045,Nebraska,42.7198,-103.1354
Monona County,19133,Iowa,42.0517,-95.9599
Terrell County,13273,Georgia,31.777,-84.437
Monroe County,29137,Missouri,39.4955,-92.0007
Yoakum County,48501,Texas,33.173,-102.8278
Wilson County,20205,Kansas,37.5592,-95.7434
Clay County,54015,West Virginia,38.4625,-81.0751
Lafayette County,12067,Florida,29.9855,-83.1811
Platte County,56031,Wyoming,42.1332,-104.9659
Sitka City and Borough,2220,Alaska,57.2401,-135.3152
Lucas County,19117,Iowa,41.0294,-93.3277
Madison County,30057,Montana,45.3007,-111.9203
Trimble County,21223,Kentucky,38.613,-85.3375
Johnson County,56019,Wyoming,44.0388,-106.5847
Graham County,37075,North Carolina,35.3502,-83.8335
Hancock County,13141,Georgia,33.2704,-83.0007
Doddridge County,54017,West Virginia,39.2692,-80.707
Cedar County,31027,Nebraska,42.5993,-97.2524
Red River Parish,22081,Louisiana,32.0931,-93.3398
Marion County,13197,Georgia,32.3535,-84.5246
Hamilton County,48193,Texas,31.7048,-98.1107
Harrison County,29081,Missouri,40.3547,-93.9921
Knox County,31107,Nebraska,42.6368,-97.8919
Pocahontas County,54075,West Virginia,38.3318,-80.0078
Mercer County,38057,North Dakota,47.3092,-101.8315
Baraga County,26013,Michigan,46.6626,-88.3652
Liberty County,12077,Florida,30.2414,-84.8829
Turner County,46125,South Dakota,43.3109,-97.1487
Atkinson County,13003,Georgia,31.2971,-82.8801
Bracken County,21023,Kentucky,38.6888,-84.0902
Kusilvak Census Area,2158,Alaska,62.155,-163.3826
Daviess County,29061,Missouri,39.9608,-93.9855
Webster County,54101,West Virginia,38.4947,-80.4219
Oscoda County,26135,Michigan,44.6818,-84.1298
Coleman County,48083,Texas,31.7732,-99.4536
Benton County,28009,Mississippi,34.8173,-89.1885
Quay County,35037,New Mexico,35.1043,-103.5498
San Augustine County,48405,Texas,31.3942,-94.1682
Mitchell County,48335,Texas,32.3062,-100.9212
Nevada County,5099,Arkansas,33.664,-93.3072
Murray County,27101,Minnesota,44.0221,-95.7633
Lyon County,21143,Kentucky,37.0191,-88.0833
Greene County,1063,Alabama,32.8531,-87.9522
Warren County,18171,Indiana,40.3469,-87.3533
Seminole County,13253,Georgia,30.9388,-84.8688
Coffey County,20031,Kansas,38.2369,-95.7341
Shannon County,29203,Missouri,37.1574,-91.4005
Choctaw County,28019,Mississippi,33.3473,-89.2484
Houston County,47083,Tennessee,36.286,-87.717
Humphreys County,28053,Mississippi,33.1287,-90.5266
Twiggs County,13289,Georgia,32.6672,-83.4271
Hamilton County,17065,Illinois,38.0815,-88.5391
Prairie County,5117,Arkansas,34.8298,-91.5528
Conejos County,8021,Colorado,37.2007,-106.1916
Taylor County,13269,Georgia,32.5555,-84.2505
San Miguel County,8113,Colorado,38.0037,-108.4057
Cleveland County,5025,Arkansas,33.8984,-92.1851
Keith County,31101,Nebraska,41.1988,-101.6614
Schoolcraft County,26153,Michigan,46.1966,-86.1995
Clay County,20027,Kansas,39.3497,-97.1652
Perry County,47135,Tennessee,35.6426,-87.8589
Franklin City,51620,Virginia,36.6831,-76.9386
Traill County,38097,North Dakota,47.4542,-97.1616
Butler County,31023,Nebraska,41.2261,-97.1318
Gilmer County,54021,West Virginia,38.9241,-80.8571
McCulloch County,48307,Texas,31.1989,-99.3475
Washakie County,56043,Wyoming,43.905,-107.6829
Lincoln County,13181,Georgia,33.7936,-82.4512
Lemhi County,16059,Idaho,44.9433,-113.9332
Turner County,13287,Georgia,31.7164,-83.6241
Ballard County,21007,Kentucky,37.0585,-88.9994
Richardson County,31147,Nebraska,40.125,-95.7176
Decatur County,19053,Iowa,40.7377,-93.7863
Searcy County,5129,Arkansas,35.9109,-92.6995
Wheeler County,13309,Georgia,32.117,-82.7246
Lake County,41037,Oregon,42.7935,-120.3874
Anderson County,20003,Kansas,38.2142,-95.2933
Lake County,8065,Colorado,39.2025,-106.3448
Merrick County,31121,Nebraska,41.169,-98.038
Winkler County,48495,Texas,31.85,-103.0482
Monroe County,19135,Iowa,41.0298,-92.869
Newton County,5101,Arkansas,35.92,-93.2178
Thomas County,20193,Kansas,39.3509,-101.0555
Franklin County,28037,Mississippi,31.4772,-90.8979
Northwest Arctic Borough,2188,Alaska,67.053,-159.721
Kane County,49025,Utah,37.2851,-111.8877
Major County,40093,Oklahoma,36.3116,-98.536
Ferry County,53019,Washington,48.4703,-118.5166
Clay County,47027,Tennessee,36.5511,-85.5439
Power County,16077,Idaho,42.6937,-112.8407
Boise County,16015,Idaho,43.9891,-115.7303
Doniphan County,20043,Kansas,39.7881,-95.1468
Goliad County,48175,Texas,28.6571,-97.4265
Dade County,29057,Missouri,37.432,-93.8503
Castro County,48069,Texas,34.5299,-102.2617
La Salle County,48283,Texas,28.3451,-99.0997
Crook County,56011,Wyoming,44.5886,-104.5699
Elliott County,21063,Kentucky,38.1179,-83.0976
Pleasants County,54073,West Virginia,39.3709,-81.1606
Chariton County,29041,Missouri,39.5151,-92.9626
Valley County,30105,Montana,48.3653,-106.6674
Worth County,19195,Iowa,43.3774,-93.2608
Swisher County,48437,Texas,34.5304,-101.735
Rappahannock County,51157,Virginia,38.6848,-78.1592
Tillman County,40141,Oklahoma,34.3728,-98.9242
Grant County,20067,Kansas,37.5623,-101.308
Harney County,41025,Oregon,43.0641,-118.9679
Hutchinson County,46067,South Dakota,43.3349,-97.7544
Lake County,47095,Tennessee,36.3352,-89.4935
Dallam County,48111,Texas,36.2779,-102.6023
Pepin County,55091,Wisconsin,44.5829,-92.0015
Kit Carson County,8063,Colorado,39.3055,-102.6029
Childress County,48075,Texas,34.5292,-100.2076
Thurston County,31173,Nebraska,42.1582,-96.544
Lexington City,51678,Virginia,37.7825,-79.4441
Forest County,42053,Pennsylvania,41.513,-79.2361
Nicholas County,21181,Kentucky,38.3356,-84.0153
Wolfe County,21237,Kentucky,37.7393,-83.4932
Calhoun County,54013,West Virginia,38.8445,-81.1176
Grant County,41023,Oregon,44.4915,-119.0073
Kingman County,20095,Kansas,37.5589,-98.1363
Union County,18161,Indiana,39.6256,-84.9251
Pierce County,31139,Nebraska,42.2644,-97.6013
Jefferson County,28063,Mississippi,31.7342,-91.0373
Grant County,46051,South Dakota,45.1719,-96.7677
Dallas County,5039,Arkansas,33.9699,-92.6544
Van Buren County,19177,Iowa,40.7532,-91.95
Jefferson County,31095,Nebraska,40.1757,-97.1427
Brooks County,48047,Texas,27.0316,-98.2187
Lee County,21129,Kentucky,37.5948,-83.7162
Grand Isle County,50013,Vermont,44.7968,-73.2949
Wallowa County,41063,Oregon,45.5799,-117.1811
Adair County,19001,Iowa,41.3307,-94.4709
Quitman County,28119,Mississippi,34.2514,-90.2891
Caribou County,16029,Idaho,42.7705,-111.5623
Refugio County,48391,Texas,28.3253,-97.1656
King and Queen County,51097,Virginia,37.7186,-76.8953
Nemaha County,31127,Nebraska,40.3877,-95.8498
Pendleton County,54071,West Virginia,38.6807,-79.3509
Charles City County,51036,Virginia,37.3567,-77.0622
Cameron Parish,22023,Louisiana,29.8754,-93.1937
East Carroll Parish,22035,Louisiana,32.7325,-91.235
Tucker County,54093,West Virginia,39.1136,-79.565
Weston County,56045,Wyoming,43.8405,-104.5678
Bailey County,48017,Texas,34.0685,-102.8299
Bon Homme County,46009,South Dakota,42.9885,-97.8846
Southeast Fairbanks Census Area,2240,Alaska,63.8762,-143.213
Schuyler County,17169,Illinois,40.158,-90.6151
Russell County,20167,Kansas,38.9148,-98.7624
Fremont County,19071,Iowa,40.7456,-95.6047
Randolph County,13243,Georgia,31.7626,-84.7542
Monroe County,5095,Arkansas,34.6778,-91.2039
Wabaunsee County,20197,Kansas,38.9533,-96.205
Ida County,19093,Iowa,42.3869,-95.5135
Benson County,38005,North Dakota,48.0694,-99.366
Pembina County,38067,North Dakota,48.7675,-97.5518
Powell County,30077,Montana,46.8564,-112.9361
Presidio County,48377,Texas,29.9998,-104.2405
Treutlen County,13283,Georgia,32.4039,-82.5673
Clark County,29045,Missouri,40.4103,-91.7384
Huerfano County,8055,Colorado,37.6847,-104.9606
Henderson County,17071,Illinois,40.8181,-90.9251
Saguache County,8109,Colorado,38.0806,-106.2815
Lafayette County,5073,Arkansas,33.2416,-93.607
Pocahontas County,19151,Iowa,42.7342,-94.6787
Fall River County,46047,South Dakota,43.2394,-103.5275
Blaine County,30005,Montana,48.4327,-108.9586
Cumberland County,21057,Kentucky,36.7866,-85.3885
Clinch County,13065,Georgia,30.9149,-82.7062
Lac qui Parle County,27073,Minnesota,44.9955,-96.1735
Brown County,17009,Illinois,39.9618,-90.7504
Beaver County,49001,Utah,38.357,-113.2358
Pershing County,32027,Nevada,40.4403,-118.4045
Kearney County,31099,Nebraska,40.5067,-98.948
Gentry County,29075,Missouri,40.2121,-94.4099
Hancock County,47067,Tennessee,36.5236,-83.2219
Pawnee County,20145,Kansas,38.1813,-99.2367
Moody County,46101,South Dakota,44.022,-96.6709
Burt County,31021,Nebraska,41.8515,-96.3286
Chugach Census Area,2063,Alaska,60.7228,-145.7754
Woodruff County,5147,Arkansas,35.1863,-91.2431
Buena Vista City,51530,Virginia,37.7319,-79.3568
Norman County,27107,Minnesota,47.3265,-96.4553
Menifee County,21165,Kentucky,37.9414,-83.5989
Surry County,51181,Virginia,37.1098,-76.9002
Stewart County,13259,Georgia,32.0785,-84.8352
Spink County,46115,South Dakota,44.938,-98.3462
Edwards County,17047,Illinois,38.4165,-88.0533
Howard County,31093,Nebraska,41.22,-98.5171
Wayne County,19185,Iowa,40.7395,-93.3274
Bottineau County,38009,North Dakota,48.7922,-100.8333
Galax City,51640,Virginia,36.666,-80.9176
Moore County,47127,Tennessee,35.2846,-86.3587
Rio Blanco County,8103,Colorado,39.9798,-108.2171
Prince of Wales-Hyder Census Area,2198,Alaska,55.7997,-133.0192
Bland County,51021,Virginia,37.134,-81.1302
Antelope County,31003,Nebraska,42.1769,-98.0667
Calhoun County,13037,Georgia,31.5292,-84.6245
Luce County,26095,Michigan,46.4707,-85.5444
Reynolds County,29179,Missouri,37.3623,-90.9691
Wilkin County,27167,Minnesota,46.357,-96.4683
Talbot County,13263,Georgia,32.6995,-84.533
Clay County,31035,Nebraska,40.5244,-98.0513
Essex County,50009,Vermont,44.7275,-71.7359
Ellsworth County,20053,Kansas,38.6966,-98.2048
Sullivan County,29211,Missouri,40.2106,-93.1115
Taylor County,19173,Iowa,40.7374,-94.6964
Teton County,30099,Montana,47.8372,-112.2406
Gilpin County,8047,Colorado,39.8575,-105.5226
Hamlin County,46057,South Dakota,44.6738,-97.1883
Carter County,29035,Missouri,36.9412,-90.9623
Jefferson County,40067,Oklahoma,34.111,-97.8358
Broadwater County,30007,Montana,46.3324,-111.4955
Fulton County,21075,Kentucky,36.554,-89.1874
Bear Lake County,16007,Idaho,42.2848,-111.3297
Mitchell County,20123,Kansas,39.3933,-98.2094
Sullivan County,42113,Pennsylvania,41.4462,-76.5122
Garza County,48169,Texas,33.1799,-101.2984
Gray County,20069,Kansas,37.7382,-100.4379
Osceola County,19143,Iowa,43.3786,-95.6237
Alexander County,17003,Illinois,37.1915,-89.3375
Greenwood County,20073,Kansas,37.8778,-96.2326
San Saba County,48411,Texas,31.1552,-98.8176
Shelby County,29205,Missouri,39.7978,-92.0766
Grant County,27051,Minnesota,45.934,-96.0122
Carson County,48065,Texas,35.4035,-101.3543
Stanton County,31167,Nebraska,41.9169,-97.1939
Pondera County,30073,Montana,48.2279,-112.2267
Sherman County,20181,Kansas,39.3514,-101.72
Ohio County,18115,Indiana,38.9501,-84.9652
Lynn County,48305,Texas,33.1768,-101.8161
Dewey County,46041,South Dakota,45.1566,-100.8718
McHenry County,38049,North Dakota,48.2346,-100.6363
Van Buren County,47175,Tennessee,35.696,-85.4526
Ontonagon County,26131,Michigan,46.6644,-89.3148
Cherry County,31031,Nebraska,42.545,-101.1186
